number,seg_id_1,code,total_dur,dur_1,iatacode_1,iatacode_2,carriercode_1,air_number_1,at_1,transfer,seg_id_1,dur_2,iatacode_1,iatacode_2,carriercode_2,air_number_2,at_2,bookable_seats,currency,total
172,37,333,PT24H5M,PT3H55M,ICN,AMS,CX,439,2022-07-02,Y,37,PT1H20M,HKG,LHR,CX,251,2022-07-03,9,EUR,647.95
173,201,333,PT24H40M,PT3H55M,ICN,AMS,CX,439,2022-07-02,Y,201,PT1H20M,HKG,LHR,CX,237,2022-07-03,9,EUR,647.95
174,152,333,PT27H30M,PT3H50M,ICN,AMS,CX,417,2022-07-02,Y,152,PT1H15M,HKG,LHR,CX,251,2022-07-03,9,EUR,647.95
175,39,333,PT28H5M,PT3H50M,ICN,AMS,CX,417,2022-07-02,Y,39,PT1H15M,HKG,LHR,CX,237,2022-07-03,9,EUR,647.95
176,156,333,PT28H30M,PT5H50M,ICN,BCN,CX,421,2022-07-02,Y,156,PT2H,HKG,LHR,CX,251,2022-07-03,9,EUR,647.95
177,41,333,PT29H5M,PT5H50M,ICN,BCN,CX,421,2022-07-02,Y,41,PT1H50M,HKG,LHR,CX,237,2022-07-03,9,EUR,647.95
178,112,74H,PT16H25M,PT13H20M,ICN,MAD,LH,713,2022-07-02,Y,112,PT2H5M,FRA,LHR,LH,920,2022-07-02,9,EUR,658.13
179,138,74H,PT17H30M,PT13H20M,ICN,MAD,LH,713,2022-07-02,Y,138,PT2H5M,FRA,LHR,LH,4755,2022-07-02,9,EUR,658.13
180,265,74H,PT17H55M,PT13H20M,ICN,BCN,LH,713,2022-07-02,Y,265,PT2H,FRA,LHR,LH,922,2022-07-02,9,EUR,658.13
181,229,74H,PT18H45M,PT13H20M,ICN,AMS,LH,713,2022-07-02,Y,229,PT1H15M,FRA,LHR,LH,4268,2022-07-02,9,EUR,658.13
182,11,333,PT27H,PT3H45M,ICN,AMS,CX,419,2022-07-02,Y,11,PT1H15M,HKG,LHR,CX,257,2022-07-03,9,EUR,662.27
183,43,333,PT32H5M,PT3H55M,ICN,AMS,CX,411,2022-07-02,Y,43,PT1H20M,HKG,LHR,CX,257,2022-07-03,9,EUR,662.27
184,211,333,PT33H40M,PT3H55M,ICN,AMS,CX,439,2022-07-02,Y,211,PT1H15M,HKG,LHR,CX,257,2022-07-03,9,EUR,662.27
185,45,333,PT37H5M,PT3H50M,ICN,AMS,CX,417,2022-07-02,Y,45,PT1H20M,HKG,LHR,CX,257,2022-07-03,9,EUR,662.27
186,47,333,PT38H5M,PT5H50M,ICN,AMS,CX,421,2022-07-02,Y,47,PT1H20M,HKG,LHR,CX,257,2022-07-03,9,EUR,662.27
187,23,333,PT42H,PT5H50M,ICN,AMS,CX,421,2022-07-02,Y,23,PT1H20M,HKG,LHR,CX,211,2022-07-03,9,EUR,662.27
188,122,74H,PT20H25M,PT13H20M,ICN,AMS,LH,713,2022-07-02,Y,122,PT1H20M,FRA,LHR,LH,7036,2022-07-03,9,EUR,668.99
189,124,74H,PT27H25M,PT13H20M,ICN,AMS,LH,713,2022-07-02,Y,124,PT1H20M,FRA,LHR,LH,924,2022-07-03,9,EUR,681.76
190,245,388,PT21H50M,PT5H35M,ICN,AMS,OS,8052,2022-07-02,N,245,PT1H20M,BKK,,,,,4,EUR,689.49
191,250,388,PT27H50M,PT5H35M,ICN,AMS,OS,8052,2022-07-02,N,250,PT1H15M,BKK,,,,,4,EUR,689.49
192,69,388,PT32H10M,PT5H35M,ICN,AMS,OS,8052,2022-07-02,N,69,PT1H20M,BKK,,,,,4,EUR,689.49
193,72,388,PT35H10M,PT5H35M,ICN,AMS,OS,8052,2022-07-02,N,72,PT1H15M,BKK,,,,,4,EUR,689.49
194,114,333,PT17H25M,PT3H45M,ICN,AMS,CX,419,2022-07-02,Y,114,PT1H15M,HKG,LHR,CX,251,2022-07-03,9,EUR,696.95
195,5,333,PT18H,PT3H45M,ICN,AMS,CX,419,2022-07-02,Y,5,PT1H15M,HKG,LHR,CX,237,2022-07-03,9,EUR,696.95
196,59,333,PT23H10M,PT3H55M,ICN,AMS,CX,411,2022-07-02,Y,59,PT1H15M,HKG,LHR,CX,255,2022-07-03,9,EUR,696.95
197,233,333,PT24H45M,PT3H55M,ICN,AMS,CX,439,2022-07-02,Y,233,PT1H15M,HKG,LHR,CX,255,2022-07-03,9,EUR,696.95
198,65,333,PT28H10M,PT3H50M,ICN,AMS,CX,417,2022-07-02,Y,65,PT1H20M,HKG,LHR,CX,255,2022-07-03,9,EUR,696.95
199,67,333,PT29H10M,PT5H50M,ICN,AMS,CX,421,2022-07-02,Y,67,PT1H15M,HKG,LHR,CX,255,2022-07-03,9,EUR,696.95
200,104,333,PT32H20M,PT3H45M,ICN,AMS,CX,419,2022-07-02,Y,104,PT1H20M,HKG,LHR,CX,253,2022-07-03,9,EUR,711.27
201,126,788,PT29H25M,PT7H45M,ICN,AMS,AI,313,2022-07-02,Y,126,PT1H20M,DEL,LHR,AI,161,2022-07-03,9,EUR,732.32
202,182,388,PT26H35M,PT12H45M,ICN,,LH,4557,2022-07-02,Y,182,,FRA,LHR,LH,900,2022-07-03,4,EUR,759.76
203,281,333,PT30H55M,PT3H45M,ICN,,CX,419,2022-07-02,Y,281,,HKG,LHR,CX,211,2022-07-03,9,EUR,764.27
204,53,332,PT15H10M,PT11H17M,ICN,ZRH,6X,957,2022-07-02,Y,53,PT1H20M,CDG,LHR,6X,7799,2022-07-02,9,EUR,807.18
205,49,332,PT17H7M,PT11H17M,ICN,ZRH,6X,957,2022-07-02,Y,49,PT1H20M,CDG,LHR,6X,3900,2022-07-02,9,EUR,807.18
206,51,332,PT17H7M,PT11H17M,ICN,ZRH,6X,957,2022-07-02,Y,51,PT1H20M,CDG,LHR,6X,8762,2022-07-02,9,EUR,807.18
207,221,332,PT17H42M,PT11H17M,ICN,ZRH,6X,957,2022-07-02,Y,221,PT1H15M,CDG,LHR,6X,3857,2022-07-02,9,EUR,807.18
208,31,333,PT18H5M,PT3H45M,ICN,ZRH,CX,419,2022-07-02,Y,31,PT1H20M,HKG,LHR,CX,255,2022-07-03,9,EUR,821.95
209,184,789,PT27H35M,PT10H,ICN,ZRH,MS,8089,2022-07-02,N,184,PT1H20M,AUH,,,,,4,EUR,870.19
210,89,359,PT12H20M,PT12H20M,ICN,ZRH,OZ,521,2022-07-02,N,89,PT1H20M,LHR,,,,,9,EUR,905.41
211,239,77L,PT16H50M,PT12H20M,ICN,ZRH,OZ,501,2022-07-02,Y,239,PT1H15M,CDG,LHR,AF,1380,2022-07-02,9,EUR,979.06
212,191,388,PT14H40M,PT11H30M,ICN,ZRH,OZ,541,2022-07-02,Y,191,PT1H20M,FRA,LHR,LH,918,2022-07-02,9,EUR,982.73
213,195,388,PT16H40M,PT11H30M,ICN,ZRH,OZ,541,2022-07-02,Y,195,PT1H20M,FRA,LHR,LH,920,2022-07-02,9,EUR,982.73
214,55,388,PT18H10M,PT11H30M,ICN,LUX,OZ,541,2022-07-02,Y,55,PT1H,FRA,LHR,LH,922,2022-07-02,9,EUR,982.73
215,134,77W,PT15H30M,PT12H5M,ICN,ZRH,KE,5901,2022-07-02,Y,134,PT1H15M,CDG,LHR,AF,1280,2022-07-02,9,EUR,1156.68
216,3,77W,PT16H,PT12H10M,ICN,ZRH,KE,901,2022-07-02,Y,3,PT1H20M,CDG,LHR,AF,1380,2022-07-02,9,EUR,1156.68
217,33,77W,PT18H5M,PT11H25M,ICN,ZRH,TK,91,2022-07-02,Y,33,PT1H20M,IST,LHR,TK,1979,2022-07-03,9,EUR,1274
218,197,77W,PT20H40M,PT11H25M,ICN,ZRH,TK,91,2022-07-02,Y,197,PT1H20M,IST,LHR,TK,1989,2022-07-03,9,EUR,1274
219,61,77W,PT23H10M,PT11H25M,ICN,ZRH,TK,91,2022-07-02,Y,61,PT1H15M,IST,LHR,TK,1985,2022-07-03,9,EUR,1274
220,17,77W,PT29H,PT11H25M,ICN,ZRH,TK,91,2022-07-02,Y,17,PT1H20M,IST,LHR,TK,1983,2022-07-03,9,EUR,1274
221,144,388,PT20H30M,PT9H30M,ICN,ZRH,EK,323,2022-07-02,Y,144,PT1H20M,DXB,LHR,EK,1,2022-07-03,9,EUR,1415.28
222,199,388,PT20H40M,PT9H30M,ICN,ZRH,EK,323,2022-07-02,Y,199,PT1H15M,DXB,LGW,EK,15,2022-07-03,9,EUR,1415.28
223,148,388,PT22H30M,PT9H30M,ICN,ZRH,EK,323,2022-07-02,Y,148,PT1H20M,DXB,LHR,EK,29,2022-07-03,9,EUR,1415.28
224,85,388,PT24H15M,PT9H30M,ICN,MUC,EK,323,2022-07-02,Y,85,PT1H35M,DXB,LHR,EK,31,2022-07-03,9,EUR,1415.28
225,203,388,PT26H40M,PT9H30M,ICN,MUC,EK,323,2022-07-02,Y,203,PT1H35M,DXB,LGW,EK,9,2022-07-03,9,EUR,1415.28
226,235,388,PT26H45M,PT9H30M,ICN,MUC,EK,323,2022-07-02,Y,235,PT1H35M,DXB,LHR,EK,3,2022-07-03,9,EUR,1415.28
227,100,388,PT28H20M,PT9H30M,ICN,MUC,EK,323,2022-07-02,Y,100,PT1H35M,DXB,LHR,EK,5,2022-07-03,9,EUR,1415.28
228,77,388,PT39H10M,PT9H30M,ICN,MUC,EK,323,2022-07-02,Y,77,PT1H35M,DXB,LHR,EK,7,2022-07-04,9,EUR,1415.28
229,170,388,PT21H35M,PT9H30M,ICN,MUC,EK,323,2022-07-02,Y,170,PT1H35M,DXB,STN,EK,65,2022-07-03,3,EUR,1415.28
230,130,388,PT39H25M,PT9H30M,ICN,MUC,EK,323,2022-07-02,Y,130,PT1H35M,DXB,LGW,EK,11,2022-07-04,3,EUR,1415.28
231,27,77L,PT15H5M,PT12H20M,ICN,MUC,OZ,501,2022-07-02,Y,27,PT1H35M,CDG,LHR,6X,3857,2022-07-02,9,EUR,1617.18
232,57,77W,PT18H10M,PT11H25M,ICN,FRA,TK,91,2022-07-02,Y,57,PT1H10M,IST,LGW,TK,1981,2022-07-03,9,EUR,1638
233,96,77W,PT24H20M,PT11H25M,ICN,FRA,TK,91,2022-07-02,Y,96,PT1H10M,IST,LGW,TK,1997,2022-07-03,9,EUR,1638
234,9,77W,PT25H,PT11H25M,ICN,FRA,TK,91,2022-07-02,Y,9,PT1H15M,IST,LHR,TK,1971,2022-07-03,9,EUR,1638
235,209,77W,PT30H40M,PT11H25M,ICN,FRA,TK,91,2022-07-02,Y,209,PT1H15M,IST,LHR,TK,1987,2022-07-03,9,EUR,1638
236,98,332,PT26H20M,PT10H30M,ICN,FRA,EK,7220,2022-07-02,Y,98,PT1H15M,DXB,LHR,EK,7,2022-07-03,3,EUR,1792.28
237,180,332,PT26H35M,PT10H30M,ICN,FRA,EK,7220,2022-07-02,Y,180,PT1H15M,DXB,LGW,EK,11,2022-07-03,3,EUR,1792.28
238,25,388,PT15H5M,PT11H30M,ICN,FRA,OZ,541,2022-07-02,Y,25,PT1H15M,FRA,LHR,LH,4272,2022-07-02,9,EUR,1871.73
239,227,388,PT17H45M,PT11H30M,ICN,FRA,OZ,541,2022-07-02,Y,227,PT1H10M,FRA,LHR,LH,4755,2022-07-02,9,EUR,1871.73
240,285,77W,PT15H58M,PT12H5M,ICN,FRA,AF,267,2022-07-02,Y,285,PT1H15M,CDG,LHR,6X,7799,2022-07-02,9,EUR,1953.18
241,261,77W,PT17H55M,PT12H5M,ICN,FRA,AF,267,2022-07-02,Y,261,PT1H15M,CDG,LHR,6X,3901,2022-07-02,9,EUR,1953.18
242,263,77W,PT17H55M,PT12H5M,ICN,FRA,AF,267,2022-07-02,Y,263,PT1H15M,CDG,LHR,6X,8762,2022-07-02,9,EUR,1953.18
243,140,77W,PT18H30M,PT12H5M,ICN,FRA,AF,267,2022-07-02,Y,140,PT1H15M,CDG,LHR,6X,3857,2022-07-02,9,EUR,1953.18
244,267,789,PT17H55M,PT3H45M,ICN,FRA,KE,607,2022-07-02,Y,267,PT1H10M,HKG,LHR,CX,251,2022-07-03,9,EUR,2453.22
245,189,333,PT37H35M,PT6H35M,ICN,FRA,MH,67,2022-07-02,Y,189,PT1H10M,KUL,LHR,MH,4,2022-07-03,9,EUR,2592.48
246,231,333,PT20H45M,PT5H35M,ICN,FRA,OZ,741,2022-07-02,Y,231,PT1H15M,BKK,LHR,TG,910,2022-07-03,9,EUR,3256.61
247,273,333,PT26H55M,PT6H35M,ICN,FRA,MH,67,2022-07-02,Y,273,PT1H15M,KUL,LHR,MH,2,2022-07-03,9,EUR,3974.71
248,176,789,PT25H35M,PT10H40M,ICN,FRA,UA,892,2022-07-02,Y,176,PT1H15M,SFO,LHR,UA,948,2022-07-03,9,EUR,7191.35
249,154,777,PT27H30M,PT10H45M,ICN,FRA,UA,806,2022-07-02,Y,154,PT1H15M,SFO,LHR,UA,901,2022-07-03,9,EUR,7191.35
250,102,789,PT29H20M,PT10H40M,ICN,FRA,UA,892,2022-07-02,Y,102,PT1H10M,SFO,LHR,UA,930,2022-07-03,9,EUR,7191.35
251,19,777,PT31H,PT10H45M,ICN,FRA,UA,806,2022-07-02,Y,19,PT1H15M,SFO,LHR,UA,948,2022-07-03,9,EUR,7191.35
252,15,359,PT28H,PT14H15M,ICN,FRA,UA,7293,2022-07-02,Y,15,PT1H15M,JFK,LHR,UA,110,2022-07-03,4,EUR,7191.35
253,104,77W,PT19H25M,PT10H10M,ICN,FRA,QR,859,2022-07-03,Y,104,PT1H15M,DOH,LHR,QR,3,2022-07-03,9,EUR,433.61
254,106,77W,PT20H25M,PT10H10M,ICN,FRA,QR,859,2022-07-03,Y,106,PT1H10M,DOH,LHR,QR,7,2022-07-03,9,EUR,433.61
255,171,77W,PT36H35M,PT10H10M,ICN,FRA,QR,859,2022-07-03,Y,171,PT1H10M,DOH,LGW,QR,5943,2022-07-04,9,EUR,436.98
256,197,77W,PT36H40M,PT10H10M,ICN,FRA,QR,859,2022-07-03,Y,197,PT1H15M,DOH,LHR,QR,11,2022-07-04,9,EUR,436.98
257,17,77W,PT37H,PT10H10M,ICN,FRA,QR,859,2022-07-03,Y,17,PT1H15M,DOH,LGW,QR,329,2022-07-04,9,EUR,436.98
258,94,77W,PT39H20M,PT10H10M,ICN,FRA,QR,859,2022-07-03,Y,94,PT1H15M,DOH,LHR,QR,9,2022-07-04,9,EUR,436.98
259,203,772,PT14H45M,PT11H15M,ICN,FRA,KL,856,2022-07-03,Y,203,PT1H10M,AMS,LHR,KL,1001,2022-07-03,9,EUR,447.44
260,98,772,PT16H25M,PT11H35M,ICN,FRA,KL,79,2022-07-03,Y,98,PT1H15M,AMS,LHR,KL,1001,2022-07-03,9,EUR,447.44
261,217,772,PT17H50M,PT11H15M,ICN,FRA,KL,856,2022-07-03,Y,217,PT1H10M,AMS,LHR,KL,1009,2022-07-03,9,EUR,447.44
262,124,772,PT19H30M,PT11H35M,ICN,FRA,KL,79,2022-07-03,Y,124,PT1H15M,AMS,LHR,KL,1009,2022-07-03,9,EUR,447.44
263,246,772,PT20H55M,PT11H15M,ICN,MUC,KL,856,2022-07-03,Y,246,PT1H30M,AMS,LHR,KL,1017,2022-07-03,9,EUR,447.44
264,80,772,PT23H20M,PT11H15M,ICN,VIE,KL,856,2022-07-03,Y,80,PT2H,AMS,LHR,KL,1021,2022-07-03,9,EUR,447.44
265,108,772,PT24H25M,PT11H15M,ICN,VIE,KL,856,2022-07-03,Y,108,PT2H5M,AMS,LCY,KL,991,2022-07-03,9,EUR,447.44
266,183,772,PT24H40M,PT11H15M,ICN,VIE,KL,856,2022-07-03,Y,183,PT2H,AMS,LHR,KL,1023,2022-07-03,9,EUR,447.44
267,248,772,PT24H55M,PT11H15M,ICN,,KL,856,2022-07-03,Y,248,,AMS,LHR,KL,1031,2022-07-03,9,EUR,447.44
268,3,772,PT25H,PT11H35M,ICN,,KL,79,2022-07-03,Y,3,,AMS,LHR,KL,1021,2022-07-03,9,EUR,447.44
269,187,772,PT25H40M,PT11H15M,ICN,,KL,856,2022-07-03,Y,187,,AMS,LCY,KL,993,2022-07-03,9,EUR,447.44
270,160,772,PT26H35M,PT11H35M,ICN,,KL,79,2022-07-03,Y,160,,AMS,LHR,KL,1031,2022-07-03,9,EUR,447.44
271,162,772,PT26H35M,PT11H15M,ICN,,KL,856,2022-07-03,Y,162,,AMS,LHR,KL,1027,2022-07-03,9,EUR,447.44
272,211,772,PT26H45M,PT11H15M,ICN,,KL,856,2022-07-03,Y,211,,AMS,LCY,KL,997,2022-07-03,9,EUR,447.44
273,9,772,PT28H,PT11H15M,ICN,,KL,856,2022-07-03,Y,9,,AMS,LHR,KL,1033,2022-07-03,9,EUR,447.44
274,74,772,PT28H15M,PT11H35M,ICN,,KL,79,2022-07-03,Y,74,,AMS,LHR,KL,1027,2022-07-03,9,EUR,447.44
275,110,772,PT28H25M,PT11H35M,ICN,GVA,KL,79,2022-07-03,Y,110,PT1H15M,AMS,LCY,KL,997,2022-07-03,9,EUR,447.44
276,191,772,PT29H40M,PT11H35M,ICN,,KL,79,2022-07-03,Y,191,,AMS,LHR,KL,1033,2022-07-03,9,EUR,447.44
277,82,772,PT26H20M,PT11H35M,ICN,MAD,KL,79,2022-07-03,Y,82,PT2H,AMS,LHR,KL,1023,2022-07-03,8,EUR,447.44
278,118,77W,PT15H30M,PT12H5M,ICN,MAD,AF,267,2022-07-03,Y,118,PT2H,CDG,LHR,AF,1280,2022-07-03,7,EUR,447.46
279,120,77W,PT17H30M,PT12H5M,ICN,,AF,267,2022-07-03,Y,120,,CDG,LHR,AF,1180,2022-07-03,7,EUR,447.46
280,70,77W,PT20H15M,PT12H5M,ICN,OSL,AF,267,2022-07-03,Y,70,PT2H20M,CDG,LHR,AF,1380,2022-07-03,7,EUR,447.46
281,114,77W,PT33H25M,PT12H5M,ICN,ARN,AF,267,2022-07-03,Y,114,PT2H35M,CDG,LHR,AF,1580,2022-07-04,9,EUR,449.07
282,199,77W,PT36H40M,PT12H5M,ICN,,AF,267,2022-07-03,Y,199,,CDG,LHR,AF,1780,2022-07-04,9,EUR,449.07
283,205,359,PT14H45M,PT9H35M,ICN,MAD,AY,42,2022-07-03,Y,205,PT2H5M,HEL,LHR,AY,1337,2022-07-03,9,EUR,459.78
284,78,359,PT18H20M,PT9H35M,ICN,MAD,AY,42,2022-07-03,Y,78,PT2H5M,HEL,LHR,AY,1339,2022-07-03,9,EUR,459.78
285,233,359,PT30H50M,PT9H35M,ICN,,AY,42,2022-07-03,Y,233,,HEL,LHR,AY,1331,2022-07-04,9,EUR,459.78
286,7,781,PT27H,PT10H15M,ICN,,EY,857,2022-07-03,Y,7,,AUH,LHR,EY,19,2022-07-04,9,EUR,468.64
287,142,781,PT32H30M,PT10H15M,ICN,,EY,857,2022-07-03,Y,142,,AUH,LHR,EY,9,2022-07-04,9,EUR,468.64
288,258,781,PT32H55M,PT10H15M,ICN,BCN,EY,857,2022-07-03,Y,258,PT1H50M,AUH,LHR,EY,17,2022-07-04,9,EUR,468.64
289,96,789,PT14H25M,PT10H30M,ICN,AMS,LO,98,2022-07-03,Y,96,PT1H20M,WAW,LHR,LO,279,2022-07-03,9,EUR,561.73
290,219,789,PT18H50M,PT10H30M,ICN,AMS,LO,98,2022-07-03,Y,219,PT1H15M,WAW,LHR,LO,285,2022-07-03,9,EUR,561.73
291,140,789,PT30H30M,PT10H30M,ICN,AMS,LO,98,2022-07-03,Y,140,PT1H25M,WAW,LHR,LO,281,2022-07-04,9,EUR,561.73
292,66,359,PT16H15M,PT13H10M,ICN,AMS,LH,719,2022-07-03,Y,66,PT1H20M,MUC,LHR,LH,2480,2022-07-03,9,EUR,573.69
293,76,359,PT17H20M,PT13H10M,ICN,AMS,LH,719,2022-07-03,Y,76,PT1H15M,MUC,LHR,LH,2482,2022-07-03,9,EUR,573.69
294,144,359,PT17H35M,PT13H10M,ICN,AMS,LH,719,2022-07-03,Y,144,PT1H15M,MUC,LHR,LH,4404,2022-07-03,9,EUR,573.69
295,146,359,PT18H35M,PT13H10M,ICN,AMS,LH,719,2022-07-03,Y,146,PT1H20M,MUC,LHR,LH,4402,2022-07-03,9,EUR,573.69
296,68,359,PT19H15M,PT13H10M,ICN,AMS,LH,719,2022-07-03,Y,68,PT1H20M,MUC,LHR,LH,2484,2022-07-03,9,EUR,573.69
297,175,388,PT15H40M,PT12H45M,ICN,AMS,LH,4557,2022-07-03,Y,175,PT1H15M,FRA,LHR,LH,4755,2022-07-03,9,EUR,580.13
298,21,388,PT16H5M,PT12H45M,ICN,AMS,LH,4557,2022-07-03,Y,21,PT1H20M,FRA,LHR,LH,922,2022-07-03,9,EUR,580.13
299,238,388,PT16H55M,PT12H45M,ICN,AMS,LH,4557,2022-07-03,Y,238,PT1H15M,FRA,LHR,LH,4268,2022-07-03,9,EUR,580.13
300,179,343,PT17H40M,PT14H10M,ICN,AMS,LH,713,2022-07-03,Y,179,PT1H15M,FRA,LHR,LH,4755,2022-07-03,3,EUR,580.13
301,23,343,PT18H5M,PT14H10M,ICN,AMS,LH,713,2022-07-03,Y,23,PT1H20M,FRA,LHR,LH,922,2022-07-03,3,EUR,580.13
302,244,343,PT18H55M,PT14H10M,ICN,AMS,LH,713,2022-07-03,Y,244,PT1H15M,FRA,LHR,LH,4268,2022-07-03,3,EUR,580.13
303,148,388,PT18H35M,PT12H45M,ICN,AMS,LH,4557,2022-07-03,Y,148,PT1H15M,FRA,LHR,LH,7036,2022-07-04,9,EUR,590.99
304,156,388,PT25H35M,PT12H45M,ICN,AMS,LH,4557,2022-07-03,Y,156,PT1H20M,FRA,LHR,LH,924,2022-07-04,9,EUR,590.99
305,150,343,PT20H35M,PT14H10M,ICN,AMS,LH,713,2022-07-03,Y,150,PT1H15M,FRA,LHR,LH,7036,2022-07-04,3,EUR,590.99
306,229,359,PT28H50M,PT13H10M,ICN,AMS,LH,719,2022-07-03,Y,229,PT1H15M,MUC,LHR,LH,2470,2022-07-04,9,EUR,593.75
307,215,359,PT30H45M,PT13H10M,ICN,BCN,LH,719,2022-07-03,Y,215,PT1H50M,MUC,LHR,LH,2472,2022-07-04,9,EUR,593.75
308,195,359,PT33H40M,PT13H10M,ICN,BCN,LH,719,2022-07-03,Y,195,PT2H,MUC,LHR,LH,2474,2022-07-04,9,EUR,593.75
309,92,359,PT36H20M,PT13H10M,ICN,BCN,LH,719,2022-07-03,Y,92,PT2H,MUC,LHR,LH,2476,2022-07-04,9,EUR,593.75
310,250,388,PT26H55M,PT12H45M,ICN,MAD,LH,4557,2022-07-03,Y,250,PT2H5M,FRA,LHR,LH,5002,2022-07-04,9,EUR,603.76
311,252,388,PT27H55M,PT12H45M,ICN,AMS,LH,4557,2022-07-03,Y,252,PT1H15M,FRA,LHR,LH,4267,2022-07-04,9,EUR,603.76
312,169,388,PT28H35M,PT12H45M,ICN,AMS,LH,4557,2022-07-03,Y,169,PT1H15M,FRA,LHR,LH,904,2022-07-04,9,EUR,603.76
313,254,359,PT28H55M,PT5H50M,ICN,AMS,TG,657,2022-07-03,Y,254,PT1H20M,BKK,LHR,TG,910,2022-07-04,9,EUR,613.3
314,231,359,PT29H50M,PT5H50M,ICN,AMS,TG,655,2022-07-03,Y,231,PT1H15M,BKK,LHR,TG,916,2022-07-04,9,EUR,613.3
315,256,77W,PT30H55M,PT12H5M,ICN,AMS,AF,267,2022-07-03,Y,256,PT1H20M,CDG,LHR,AF,1680,2022-07-04,9,EUR,618.07
316,235,359,PT40H50M,PT5H50M,ICN,AMS,TG,657,2022-07-03,Y,235,PT1H20M,BKK,LHR,TG,916,2022-07-04,9,EUR,633.25
317,260,359,PT41H55M,PT5H50M,ICN,AMS,TG,655,2022-07-03,Y,260,PT1H20M,BKK,LHR,TG,910,2022-07-05,9,EUR,633.25
318,100,333,PT17H25M,PT3H45M,ICN,AMS,CX,419,2022-07-03,Y,100,PT1H20M,HKG,LHR,CX,251,2022-07-04,9,EUR,647.95
319,1,333,PT18H,PT3H45M,ICN,AMS,CX,419,2022-07-03,Y,1,PT1H20M,HKG,LHR,CX,237,2022-07-04,9,EUR,647.95
320,25,333,PT18H5M,PT3H45M,ICN,AMS,CX,419,2022-07-03,Y,25,PT1H20M,HKG,LHR,CX,255,2022-07-04,9,EUR,647.95
321,102,333,PT18H25M,PT3H50M,ICN,AMS,CX,417,2022-07-03,Y,102,PT1H15M,HKG,LHR,CX,253,2022-07-03,9,EUR,647.95
322,128,333,PT22H30M,PT3H55M,ICN,AMS,CX,411,2022-07-03,Y,128,PT1H20M,HKG,LHR,CX,251,2022-07-04,9,EUR,647.95
323,29,333,PT23H5M,PT3H55M,ICN,AMS,CX,411,2022-07-03,Y,29,PT1H15M,HKG,LHR,CX,237,2022-07-04,9,EUR,647.95
324,50,333,PT23H10M,PT3H55M,ICN,AMS,CX,411,2022-07-03,Y,50,PT1H15M,HKG,LHR,CX,255,2022-07-04,9,EUR,647.95
325,31,333,PT24H5M,PT3H55M,ICN,AMS,CX,439,2022-07-03,Y,31,PT1H15M,HKG,LHR,CX,251,2022-07-04,9,EUR,647.95
326,185,333,PT24H40M,PT3H55M,ICN,AMS,CX,439,2022-07-03,Y,185,PT1H15M,HKG,LHR,CX,237,2022-07-04,9,EUR,647.95
327,209,333,PT24H45M,PT3H55M,ICN,AMS,CX,439,2022-07-03,Y,209,PT1H15M,HKG,LHR,CX,255,2022-07-04,9,EUR,647.95
328,134,333,PT27H30M,PT3H50M,ICN,AMS,CX,417,2022-07-03,Y,134,PT1H15M,HKG,LHR,CX,251,2022-07-04,9,EUR,647.95
329,35,333,PT28H5M,PT3H50M,ICN,AMS,CX,417,2022-07-03,Y,35,PT1H20M,HKG,LHR,CX,237,2022-07-04,9,EUR,647.95
330,54,333,PT28H10M,PT3H50M,ICN,AMS,CX,417,2022-07-03,Y,54,PT1H15M,HKG,LHR,CX,255,2022-07-04,9,EUR,647.95
331,138,333,PT28H30M,PT5H50M,ICN,AMS,CX,421,2022-07-03,Y,138,PT1H25M,HKG,LHR,CX,251,2022-07-04,9,EUR,647.95
332,37,333,PT29H5M,PT5H50M,ICN,,CX,421,2022-07-03,Y,37,,HKG,LHR,CX,237,2022-07-04,9,EUR,647.95
333,56,333,PT29H10M,PT5H50M,ICN,BCN,CX,421,2022-07-03,Y,56,PT1H50M,HKG,LHR,CX,255,2022-07-04,9,EUR,647.95
334,223,388,PT21H50M,PT5H35M,ICN,BCN,OS,8052,2022-07-03,N,223,PT1H50M,BKK,,,,,4,EUR,689.49
335,226,388,PT27H50M,PT5H35M,ICN,ZRH,OS,8052,2022-07-03,N,226,PT1H20M,BKK,,,,,4,EUR,689.49
336,60,388,PT32H10M,PT5H35M,ICN,ZRH,OS,8052,2022-07-03,N,60,PT1H20M,BKK,,,,,4,EUR,689.49
337,63,388,PT35H10M,PT5H35M,ICN,ZRH,OS,8052,2022-07-03,N,63,PT1H20M,BKK,,,,,4,EUR,689.49
338,112,788,PT29H25M,PT7H45M,ICN,ZRH,AI,313,2022-07-03,Y,112,PT1H15M,DEL,LHR,AI,161,2022-07-04,9,EUR,732.32
339,58,788,PT32H10M,PT7H45M,ICN,ZRH,AI,313,2022-07-03,Y,58,PT1H20M,DEL,LHR,AI,133,2022-07-04,9,EUR,732.32
340,27,77W,PT18H5M,PT11H25M,ICN,ZRH,TK,91,2022-07-03,Y,27,PT1H20M,IST,LHR,TK,1979,2022-07-04,9,EUR,806
341,221,77W,PT20H50M,PT11H25M,ICN,,TK,91,2022-07-03,Y,221,,IST,LHR,TK,1989,2022-07-04,9,EUR,806
342,52,77W,PT23H10M,PT11H25M,ICN,ZRH,TK,91,2022-07-03,Y,52,PT1H20M,IST,LHR,TK,1985,2022-07-04,9,EUR,806
