,code,total_dur,dur_1,departure_1,arrival_1,carriercode_1,dep_date,transfer,dur_2,departure_2,arrival_2,carriercode_2,arr_date,bookable_seats,currency,total,dest,ontime_proba
10624,32N,0 days 05:15:00,0 days 01:50:00,LHR,MUC,LH,2022-03-14,Y,0 days 01:00:00,MUC,FRA,LH,2022-03-14,9,EUR,209.1,FRA,0.79800892
10625,32N,0 days 05:15:00,0 days 01:50:00,LHR,MUC,LH,2022-03-14,Y,0 days 01:10:00,MUC,FRA,LH,2022-03-14,9,EUR,209.1,FRA,0.79800892
10626,32N,0 days 05:25:00,0 days 01:50:00,LHR,MUC,LH,2022-03-14,Y,0 days 01:00:00,MUC,FRA,LH,2022-03-14,9,EUR,209.1,FRA,0.79800892
10627,32N,0 days 05:50:00,0 days 01:50:00,LHR,MUC,LH,2022-03-14,Y,0 days 01:00:00,MUC,FRA,LH,2022-03-14,9,EUR,209.1,FRA,0.79800892
10628,32N,0 days 05:55:00,0 days 01:50:00,LHR,MUC,LH,2022-03-14,Y,0 days 01:00:00,MUC,FRA,LH,2022-03-14,9,EUR,209.1,FRA,0.79800892
10629,32N,0 days 06:10:00,0 days 01:50:00,LHR,MUC,LH,2022-03-14,Y,0 days 01:00:00,MUC,FRA,LH,2022-03-14,9,EUR,209.1,FRA,0.79800892
10630,32N,0 days 06:15:00,0 days 01:50:00,LHR,MUC,LH,2022-03-14,Y,0 days 01:00:00,MUC,FRA,LH,2022-03-14,9,EUR,209.1,FRA,0.79800892
10631,321,0 days 04:40:00,0 days 02:15:00,LHR,VIE,OS,2022-03-14,Y,0 days 01:30:00,VIE,FRA,OS,2022-03-14,9,EUR,212.09,FRA,0.79800892
10632,320,0 days 04:40:00,0 days 02:15:00,LHR,VIE,OS,2022-03-14,Y,0 days 01:25:00,VIE,FRA,OS,2022-03-14,9,EUR,212.09,FRA,0.79800892
10633,320,0 days 05:30:00,0 days 02:20:00,LHR,VIE,OS,2022-03-14,Y,0 days 01:25:00,VIE,FRA,OS,2022-03-14,9,EUR,212.09,FRA,0.79800892
10634,321,0 days 05:40:00,0 days 02:15:00,LHR,VIE,OS,2022-03-14,Y,0 days 01:30:00,VIE,FRA,OS,2022-03-14,9,EUR,212.09,FRA,0.79800892
10635,320,0 days 05:40:00,0 days 02:15:00,LHR,VIE,OS,2022-03-14,Y,0 days 01:25:00,VIE,FRA,OS,2022-03-14,9,EUR,212.09,FRA,0.79800892
10636,320,0 days 06:35:00,0 days 02:20:00,LHR,VIE,OS,2022-03-14,Y,0 days 01:30:00,VIE,FRA,OS,2022-03-14,9,EUR,212.09,FRA,0.79800892
10637,321,0 days 06:40:00,0 days 02:15:00,LHR,VIE,OS,2022-03-14,Y,0 days 01:30:00,VIE,FRA,OS,2022-03-14,9,EUR,212.09,FRA,0.79800892
10638,320,0 days 06:45:00,0 days 02:15:00,LHR,VIE,OS,2022-03-14,Y,0 days 01:30:00,VIE,FRA,OS,2022-03-14,9,EUR,212.09,FRA,0.79800892
10639,321,0 days 08:35:00,0 days 02:15:00,LHR,VIE,OS,2022-03-14,Y,0 days 01:25:00,VIE,FRA,OS,2022-03-14,9,EUR,212.09,FRA,0.79800892
10640,320,0 days 08:35:00,0 days 02:20:00,LHR,VIE,OS,2022-03-14,Y,0 days 01:30:00,VIE,FRA,OS,2022-03-14,9,EUR,212.09,FRA,0.79800892
10641,320,0 days 09:30:00,0 days 02:20:00,LHR,VIE,OS,2022-03-14,Y,0 days 01:25:00,VIE,FRA,OS,2022-03-14,9,EUR,212.09,FRA,0.79800892
10642,321,0 days 09:40:00,0 days 02:15:00,LHR,VIE,OS,2022-03-14,Y,0 days 01:30:00,VIE,FRA,OS,2022-03-14,9,EUR,212.09,FRA,0.79800892
10643,320,0 days 10:30:00,0 days 02:20:00,LHR,VIE,OS,2022-03-14,Y,0 days 01:25:00,VIE,FRA,OS,2022-03-14,9,EUR,212.09,FRA,0.79800892
10644,320,0 days 11:35:00,0 days 02:20:00,LHR,VIE,OS,2022-03-14,Y,0 days 01:30:00,VIE,FRA,OS,2022-03-14,9,EUR,212.09,FRA,0.79800892
10645,321,0 days 11:40:00,0 days 02:15:00,LHR,VIE,OS,2022-03-14,Y,0 days 01:30:00,VIE,FRA,OS,2022-03-14,9,EUR,212.09,FRA,0.79800892
10646,321,0 days 12:35:00,0 days 02:15:00,LHR,VIE,OS,2022-03-14,Y,0 days 01:25:00,VIE,FRA,OS,2022-03-14,9,EUR,212.09,FRA,0.79800892
10647,321,0 days 13:35:00,0 days 02:15:00,LHR,VIE,OS,2022-03-14,Y,0 days 01:25:00,VIE,FRA,OS,2022-03-14,9,EUR,212.09,FRA,0.79800892
10648,320,0 days 04:00:00,0 days 01:05:00,LHR,BRU,LH,2022-03-14,Y,0 days 01:00:00,BRU,FRA,LH,2022-03-14,9,EUR,213.22,FRA,0.79800892
10649,320,0 days 04:20:00,0 days 01:05:00,LHR,BRU,LH,2022-03-14,Y,0 days 01:00:00,BRU,FRA,LH,2022-03-14,9,EUR,213.22,FRA,0.79800892
10650,320,0 days 06:20:00,0 days 01:05:00,LHR,BRU,LH,2022-03-14,Y,0 days 01:00:00,BRU,FRA,LH,2022-03-14,9,EUR,213.22,FRA,0.79800892
10651,320,0 days 07:00:00,0 days 01:05:00,LHR,BRU,LH,2022-03-14,Y,0 days 01:00:00,BRU,FRA,LH,2022-03-14,9,EUR,213.22,FRA,0.79800892
10652,223,0 days 04:05:00,0 days 01:35:00,LHR,GVA,LX,2022-03-14,Y,0 days 01:15:00,GVA,FRA,LX,2022-03-14,9,EUR,216.61,FRA,0.79800892
10653,223,0 days 05:00:00,0 days 01:40:00,LHR,GVA,LX,2022-03-14,Y,0 days 01:15:00,GVA,FRA,LX,2022-03-14,9,EUR,216.61,FRA,0.79800892
10654,223,0 days 05:00:00,0 days 01:40:00,LHR,GVA,LX,2022-03-14,Y,0 days 01:15:00,GVA,FRA,LX,2022-03-14,9,EUR,216.61,FRA,0.79800892
10655,223,0 days 06:15:00,0 days 01:40:00,LHR,GVA,LX,2022-03-14,Y,0 days 01:15:00,GVA,FRA,LX,2022-03-14,9,EUR,216.61,FRA,0.79800892
10656,223,0 days 06:55:00,0 days 01:35:00,LHR,GVA,LX,2022-03-14,Y,0 days 01:15:00,GVA,FRA,LX,2022-03-14,9,EUR,216.61,FRA,0.79800892
10657,223,0 days 08:10:00,0 days 01:35:00,LHR,GVA,LX,2022-03-14,Y,0 days 01:15:00,GVA,FRA,LX,2022-03-14,9,EUR,216.61,FRA,0.79800892
10658,223,0 days 10:30:00,0 days 01:40:00,LHR,GVA,LX,2022-03-14,Y,0 days 01:15:00,GVA,FRA,LX,2022-03-14,9,EUR,216.61,FRA,0.79800892
10659,32N,0 days 09:55:00,0 days 02:20:00,LHR,ATH,A3,2022-03-14,Y,0 days 03:00:00,ATH,FRA,A3,2022-03-15,2,EUR,225.29,FRA,0.82053816
10660,221,0 days 03:50:00,0 days 01:40:00,LCY,ZRH,LX,2022-03-14,Y,0 days 01:05:00,ZRH,FRA,LX,2022-03-14,9,EUR,226.49,FRA,0.79800892
10661,E90,0 days 05:40:00,0 days 01:35:00,LCY,ZRH,LX,2022-03-14,Y,0 days 01:10:00,ZRH,FRA,LX,2022-03-14,9,EUR,226.49,FRA,0.79800892
10662,E90,0 days 05:50:00,0 days 01:35:00,LCY,ZRH,LX,2022-03-14,Y,0 days 01:05:00,ZRH,FRA,LX,2022-03-14,9,EUR,226.49,FRA,0.79800892
10663,E90,0 days 06:25:00,0 days 01:35:00,LCY,ZRH,LX,2022-03-14,Y,0 days 01:00:00,ZRH,FRA,LX,2022-03-14,9,EUR,226.49,FRA,0.79800892
10664,221,0 days 07:20:00,0 days 01:40:00,LCY,ZRH,LX,2022-03-14,Y,0 days 01:05:00,ZRH,FRA,LX,2022-03-14,9,EUR,226.49,FRA,0.79800892
10665,E90,0 days 09:10:00,0 days 01:35:00,LCY,ZRH,LX,2022-03-14,Y,0 days 01:10:00,ZRH,FRA,LX,2022-03-14,9,EUR,226.49,FRA,0.79800892
10666,E90,0 days 09:55:00,0 days 01:35:00,LCY,ZRH,LX,2022-03-14,Y,0 days 01:00:00,ZRH,FRA,LX,2022-03-14,9,EUR,226.49,FRA,0.79800892
10667,320,0 days 12:05:00,0 days 01:25:00,LHR,CDG,AF,2022-03-14,Y,0 days 01:20:00,CDG,FRA,AF,2022-03-14,7,EUR,234.57,FRA,0.79800892
10668,221,0 days 05:20:00,0 days 01:35:00,LCY,GVA,LX,2022-03-14,Y,0 days 01:15:00,GVA,FRA,LX,2022-03-14,9,EUR,235.19,FRA,0.79800892
10669,221,0 days 06:10:00,0 days 01:35:00,LCY,GVA,LX,2022-03-14,Y,0 days 01:15:00,GVA,FRA,LX,2022-03-14,9,EUR,235.19,FRA,0.79800892
10670,221,0 days 06:35:00,0 days 01:35:00,LCY,GVA,LX,2022-03-14,Y,0 days 01:15:00,GVA,FRA,LX,2022-03-14,9,EUR,235.19,FRA,0.79800892
10671,32N,0 days 09:50:00,0 days 03:35:00,LHR,ATH,A3,2022-03-14,Y,0 days 03:05:00,ATH,FRA,A3,2022-03-15,3,EUR,237.29,FRA,0.82053816
10672,73H,0 days 03:35:00,0 days 01:30:00,LHR,AMS,KL,2022-03-14,Y,0 days 01:10:00,AMS,FRA,KL,2022-03-14,6,EUR,237.58,FRA,0.79800892
10673,73W,0 days 04:00:00,0 days 01:25:00,LHR,AMS,KL,2022-03-14,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-14,9,EUR,237.58,FRA,0.79800892
10674,73W,0 days 07:35:00,0 days 01:25:00,LHR,AMS,KL,2022-03-14,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-14,9,EUR,237.58,FRA,0.79800892
10675,73H,0 days 06:10:00,0 days 01:30:00,LHR,AMS,KL,2022-03-14,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-14,5,EUR,237.58,FRA,0.79800892
10676,73H,0 days 09:45:00,0 days 01:30:00,LHR,AMS,KL,2022-03-14,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-14,2,EUR,237.58,FRA,0.79800892
10677,321,0 days 05:50:00,0 days 01:50:00,LHR,ZRH,LX,2022-03-14,Y,0 days 01:00:00,ZRH,FRA,LX,2022-03-14,5,EUR,244.91,FRA,0.79800892
10678,321,0 days 08:40:00,0 days 01:40:00,LHR,ZRH,LX,2022-03-14,Y,0 days 01:00:00,ZRH,FRA,LX,2022-03-14,5,EUR,244.91,FRA,0.79800892
10679,320,0 days 09:15:00,0 days 01:25:00,LHR,CDG,AF,2022-03-14,Y,0 days 01:20:00,CDG,FRA,AF,2022-03-14,5,EUR,248.57,FRA,0.79800892
10680,223,0 days 04:15:00,0 days 01:40:00,LHR,GVA,LX,2022-03-14,Y,0 days 01:15:00,GVA,FRA,LX,2022-03-14,9,EUR,253.61,FRA,0.79800892
10681,223,0 days 09:45:00,0 days 01:40:00,LHR,GVA,LX,2022-03-14,Y,0 days 01:15:00,GVA,FRA,LX,2022-03-14,9,EUR,253.61,FRA,0.79800892
10682,7M8,0 days 07:40:00,0 days 02:15:00,LHR,WAW,LO,2022-03-14,Y,0 days 02:05:00,WAW,FRA,LO,2022-03-14,9,EUR,256.91,FRA,0.79800892
10683,7M8,0 days 11:15:00,0 days 02:15:00,LHR,WAW,LO,2022-03-14,Y,0 days 02:00:00,WAW,FRA,LO,2022-03-14,9,EUR,256.91,FRA,0.79800892
10684,320,0 days 03:55:00,0 days 01:25:00,LHR,CDG,AF,2022-03-14,Y,0 days 01:25:00,CDG,FRA,AF,2022-03-14,6,EUR,266.57,FRA,0.79800892
10685,320,0 days 06:45:00,0 days 01:25:00,LHR,CDG,AF,2022-03-14,Y,0 days 01:20:00,CDG,FRA,AF,2022-03-14,4,EUR,266.57,FRA,0.79800892
10686,320,0 days 11:50:00,0 days 01:20:00,LHR,CDG,AF,2022-03-14,Y,0 days 01:20:00,CDG,FRA,AF,2022-03-14,1,EUR,266.57,FRA,0.79800892
10687,221,0 days 05:25:00,0 days 01:35:00,LCY,GVA,LX,2022-03-14,Y,0 days 01:15:00,GVA,FRA,LX,2022-03-14,1,EUR,272.19,FRA,0.79800892
10688,221,0 days 10:05:00,0 days 01:35:00,LCY,GVA,LX,2022-03-14,Y,0 days 01:15:00,GVA,FRA,LX,2022-03-14,1,EUR,272.19,FRA,0.79800892
10689,32N,0 days 11:10:00,0 days 03:35:00,LHR,ATH,A3,2022-03-14,Y,0 days 03:00:00,ATH,FRA,A3,2022-03-15,3,EUR,272.29,FRA,0.82053816
10690,32N,0 days 08:35:00,0 days 02:20:00,LHR,ATH,A3,2022-03-14,Y,0 days 03:05:00,ATH,FRA,A3,2022-03-15,2,EUR,304.29,FRA,0.82053816
10691,32N,0 days 01:35:00,0 days 01:35:00,LHR,,LH,2022-03-14,N,0 days 00:00:00,FRA,,,2022-03-14,3,EUR,950.19,FRA,0.79800892
10692,73H,0 days 07:10:00,0 days 02:25:00,LGW,MAD,UX,2022-03-15,Y,0 days 02:45:00,MAD,FRA,UX,2022-03-15,9,EUR,71.51,FRA,0.82053816
10693,32S,0 days 09:30:00,0 days 02:30:00,LHR,FCO,AZ,2022-03-15,Y,0 days 02:05:00,FCO,FRA,AZ,2022-03-15,7,EUR,100.9,FRA,0.82053816
10694,32S,0 days 08:35:00,0 days 01:55:00,LHR,LIN,AZ,2022-03-15,Y,0 days 01:20:00,LIN,FRA,AZ,2022-03-15,7,EUR,108.73,FRA,0.82053816
10695,319,0 days 12:50:00,0 days 01:55:00,LHR,LIN,AZ,2022-03-15,Y,0 days 01:25:00,LIN,FRA,AZ,2022-03-16,7,EUR,108.73,FRA,0.82442057
10696,32N,0 days 07:35:00,0 days 02:35:00,LHR,ARN,SK,2022-03-15,Y,0 days 02:10:00,ARN,FRA,SK,2022-03-15,9,EUR,109.69,FRA,0.82053816
10697,32N,0 days 09:10:00,0 days 02:30:00,LHR,ARN,SK,2022-03-15,Y,0 days 02:10:00,ARN,FRA,SK,2022-03-15,9,EUR,109.69,FRA,0.82053816
10698,32N,0 days 11:30:00,0 days 02:30:00,LHR,ARN,SK,2022-03-15,Y,0 days 02:10:00,ARN,FRA,SK,2022-03-15,9,EUR,109.69,FRA,0.82053816
10699,32N,0 days 13:20:00,0 days 02:25:00,LHR,ARN,SK,2022-03-15,Y,0 days 02:20:00,ARN,FRA,SK,2022-03-16,9,EUR,109.69,FRA,0.82442057
10700,32N,0 days 04:20:00,0 days 01:55:00,LHR,CPH,SK,2022-03-15,Y,0 days 01:35:00,CPH,FRA,SK,2022-03-15,9,EUR,114.64,FRA,0.82053816
10701,32N,0 days 07:30:00,0 days 01:50:00,LHR,CPH,SK,2022-03-15,Y,0 days 01:35:00,CPH,FRA,SK,2022-03-15,9,EUR,114.64,FRA,0.82053816
10702,32N,0 days 08:50:00,0 days 01:55:00,LHR,CPH,SK,2022-03-15,Y,0 days 01:35:00,CPH,FRA,SK,2022-03-15,9,EUR,114.64,FRA,0.82053816
10703,32N,0 days 11:15:00,0 days 01:55:00,LHR,CPH,SK,2022-03-15,Y,0 days 01:40:00,CPH,FRA,SK,2022-03-16,9,EUR,114.64,FRA,0.82442057
10704,32N,0 days 12:00:00,0 days 01:50:00,LHR,CPH,SK,2022-03-15,Y,0 days 01:35:00,CPH,FRA,SK,2022-03-15,9,EUR,114.64,FRA,0.82053816
10705,330,0 days 07:00:00,0 days 02:20:00,LHR,MAD,IB,2022-03-15,Y,0 days 02:50:00,MAD,FRA,IB,2022-03-15,9,EUR,125.5,FRA,0.82053816
10706,320,0 days 14:40:00,0 days 02:30:00,LHR,MAD,IB,2022-03-15,Y,0 days 02:45:00,MAD,FRA,IB,2022-03-16,9,EUR,125.5,FRA,0.82442057
10707,320,0 days 03:30:00,0 days 01:20:00,LHR,CDG,AF,2022-03-15,Y,0 days 01:20:00,CDG,FRA,AF,2022-03-15,9,EUR,146.57,FRA,0.82053816
10708,320,0 days 03:55:00,0 days 01:20:00,LHR,CDG,AF,2022-03-15,Y,0 days 01:30:00,CDG,FRA,AF,2022-03-15,9,EUR,146.57,FRA,0.82053816
10709,320,0 days 06:30:00,0 days 01:20:00,LHR,CDG,AF,2022-03-15,Y,0 days 01:25:00,CDG,FRA,AF,2022-03-15,9,EUR,146.57,FRA,0.82053816
10710,320,0 days 09:20:00,0 days 01:20:00,LHR,CDG,AF,2022-03-15,Y,0 days 01:20:00,CDG,FRA,AF,2022-03-15,9,EUR,146.57,FRA,0.82053816
10711,320,0 days 11:50:00,0 days 01:20:00,LHR,CDG,AF,2022-03-15,Y,0 days 01:20:00,CDG,FRA,AF,2022-03-15,9,EUR,146.57,FRA,0.82053816
10712,320,0 days 14:40:00,0 days 01:20:00,LHR,CDG,AF,2022-03-15,Y,0 days 01:20:00,CDG,FRA,AF,2022-03-15,9,EUR,146.57,FRA,0.82053816
10713,320,0 days 04:00:00,0 days 01:05:00,LHR,BRU,SN,2022-03-15,Y,0 days 01:00:00,BRU,FRA,SN,2022-03-15,9,EUR,158.22,FRA,0.82053816
10714,320,0 days 04:20:00,0 days 01:05:00,LHR,BRU,SN,2022-03-15,Y,0 days 01:00:00,BRU,FRA,SN,2022-03-15,9,EUR,158.22,FRA,0.82053816
10715,320,0 days 06:20:00,0 days 01:05:00,LHR,BRU,SN,2022-03-15,Y,0 days 01:00:00,BRU,FRA,SN,2022-03-15,9,EUR,158.22,FRA,0.82053816
10716,320,0 days 07:00:00,0 days 01:05:00,LHR,BRU,SN,2022-03-15,Y,0 days 01:00:00,BRU,FRA,SN,2022-03-15,9,EUR,158.22,FRA,0.82053816
10717,320,0 days 08:00:00,0 days 01:05:00,LHR,BRU,SN,2022-03-15,Y,0 days 01:00:00,BRU,FRA,SN,2022-03-15,9,EUR,158.22,FRA,0.82053816
10718,320,0 days 08:05:00,0 days 01:05:00,LHR,BRU,SN,2022-03-15,Y,0 days 01:00:00,BRU,FRA,SN,2022-03-15,9,EUR,158.22,FRA,0.82053816
10719,320,0 days 08:20:00,0 days 01:05:00,LHR,BRU,SN,2022-03-15,Y,0 days 01:00:00,BRU,FRA,SN,2022-03-15,9,EUR,158.22,FRA,0.82053816
10720,320,0 days 11:20:00,0 days 01:05:00,LHR,BRU,SN,2022-03-15,Y,0 days 01:00:00,BRU,FRA,SN,2022-03-15,9,EUR,158.22,FRA,0.82053816
10721,320,0 days 12:20:00,0 days 01:05:00,LHR,BRU,SN,2022-03-15,Y,0 days 01:00:00,BRU,FRA,SN,2022-03-15,9,EUR,158.22,FRA,0.82053816
10722,320,0 days 12:25:00,0 days 01:05:00,LHR,BRU,SN,2022-03-15,Y,0 days 01:00:00,BRU,FRA,SN,2022-03-15,9,EUR,158.22,FRA,0.82053816
10723,744,0 days 01:30:00,0 days 01:30:00,LHR,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,166.77,FRA,0.82053816
10724,32Q,0 days 01:35:00,0 days 01:35:00,LHR,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,166.77,FRA,0.82053816
10725,32Q,0 days 01:35:00,0 days 01:35:00,LHR,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,166.77,FRA,0.82053816
10726,32Q,0 days 01:35:00,0 days 01:35:00,LHR,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,166.77,FRA,0.82053816
10727,32N,0 days 01:35:00,0 days 01:35:00,LHR,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,166.77,FRA,0.82053816
10728,32N,0 days 01:35:00,0 days 01:35:00,LHR,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,166.77,FRA,0.82053816
10729,32N,0 days 01:35:00,0 days 01:35:00,LHR,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,166.77,FRA,0.82053816
10730,32N,0 days 01:35:00,0 days 01:35:00,LHR,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,166.77,FRA,0.82053816
10731,32Q,0 days 01:35:00,0 days 01:35:00,LHR,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,166.77,FRA,0.82053816
10732,32N,0 days 01:35:00,0 days 01:35:00,LHR,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,166.77,FRA,0.82053816
10733,32N,0 days 01:35:00,0 days 01:35:00,LHR,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,166.77,FRA,0.82053816
10734,32N,0 days 01:35:00,0 days 01:35:00,LHR,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,166.77,FRA,0.82053816
10735,321,0 days 02:30:00,0 days 02:30:00,LHR,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,166.77,FRA,0.82053816
10736,744,0 days 05:00:00,0 days 05:00:00,LHR,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,166.77,FRA,0.82053816
10737,319,0 days 13:40:00,0 days 01:05:00,LHR,BRU,SN,2022-03-15,Y,0 days 01:00:00,BRU,FRA,SN,2022-03-16,9,EUR,168.98,FRA,0.82442057
10738,73H,0 days 03:35:00,0 days 01:30:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:10:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10739,73W,0 days 03:35:00,0 days 01:15:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10740,73W,0 days 03:35:00,0 days 01:20:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10741,73W,0 days 04:00:00,0 days 01:25:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10742,E90,0 days 04:20:00,0 days 01:20:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10743,73H,0 days 04:30:00,0 days 01:20:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10744,E90,0 days 05:00:00,0 days 01:20:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10745,73H,0 days 05:40:00,0 days 01:15:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10746,73H,0 days 05:55:00,0 days 01:20:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10747,73H,0 days 06:10:00,0 days 01:30:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10748,73J,0 days 06:15:00,0 days 01:25:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10749,73W,0 days 07:20:00,0 days 01:15:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10750,73W,0 days 07:35:00,0 days 01:25:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10751,73J,0 days 07:40:00,0 days 01:25:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10752,73W,0 days 09:00:00,0 days 01:25:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10753,73H,0 days 09:40:00,0 days 01:20:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10754,73H,0 days 09:45:00,0 days 01:30:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10755,73H,0 days 11:10:00,0 days 01:30:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10756,73J,0 days 11:25:00,0 days 01:25:00,LHR,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,170.58,FRA,0.82053816
10757,E90,0 days 01:20:00,0 days 01:20:00,LCY,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,185.35,FRA,0.82053816
10758,E90,0 days 01:25:00,0 days 01:25:00,LCY,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,185.35,FRA,0.82053816
10759,E90,0 days 01:25:00,0 days 01:25:00,LCY,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,185.35,FRA,0.82053816
10760,744,0 days 01:25:00,0 days 01:25:00,LCY,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,185.35,FRA,0.82053816
10761,E90,0 days 01:25:00,0 days 01:25:00,LCY,,LH,2022-03-15,N,0 days 00:00:00,FRA,,,2022-03-15,9,EUR,185.35,FRA,0.82053816
10762,E90,0 days 03:20:00,0 days 01:15:00,LCY,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,189.16,FRA,0.82053816
10763,E90,0 days 03:35:00,0 days 01:15:00,LCY,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,189.16,FRA,0.82053816
10764,E90,0 days 04:00:00,0 days 01:20:00,LCY,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,189.16,FRA,0.82053816
10765,E90,0 days 04:20:00,0 days 01:10:00,LCY,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,189.16,FRA,0.82053816
10766,E90,0 days 04:55:00,0 days 01:10:00,LCY,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,189.16,FRA,0.82053816
10767,E90,0 days 06:15:00,0 days 01:10:00,LCY,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,189.16,FRA,0.82053816
10768,E90,0 days 06:55:00,0 days 01:15:00,LCY,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,189.16,FRA,0.82053816
10769,E90,0 days 07:35:00,0 days 01:20:00,LCY,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,189.16,FRA,0.82053816
10770,E90,0 days 07:40:00,0 days 01:10:00,LCY,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,189.16,FRA,0.82053816
10771,E90,0 days 08:20:00,0 days 01:15:00,LCY,AMS,KL,2022-03-15,Y,0 days 01:05:00,AMS,FRA,KL,2022-03-15,9,EUR,189.16,FRA,0.82053816
